homega,previousyeartableposition,homegf,currenttableposition,awaygf,awayga,teamshortform,hasachievedobjective,yettowin,unbeatenallcomps,unbeatenleague,champion,leagueid,prevleagueid,highestpossible,teamform,highestprobable,homewins,artificialkey,nummatchesplayed,teamid,grouping,awaywins,objective,points,actualvsexpectations,homelosses,unbeatenhome,lastgameresult,unbeatenaway,awaylosses,awaydraws,homedraws,teamlongform
10,2,36,2,32,25,46,0,0,0,0,0,50,50,10,2201,10,12,253,33,86,10,8,0,66,0,3,0,1,0,4,5,1,63
36,12,32,11,18,35,46,0,0,0,0,0,50,50,5,12020,5,5,254,33,180,5,4,0,34,0,8,0,2,0,9,3,4,23
19,4,21,4,20,21,66,0,0,0,0,0,50,50,10,10222,10,7,255,33,181,8,7,0,50,0,6,0,0,0,5,5,3,43
24,11,20,10,13,32,20,0,0,0,0,0,50,50,3,20000,5,5,256,33,631,3,4,0,35,0,7,0,2,0,9,3,5,33
25,9,17,12,16,33,33,0,0,0,0,0,50,50,5,11020,5,5,257,33,100804,5,3,0,29,0,9,0,2,0,11,3,2,46
23,6,25,6,20,31,46,0,0,0,0,0,50,50,8,1202,8,7,258,33,100805,3,5,0,41,0,7,0,0,0,9,2,3,46
15,3,42,3,26,15,66,0,0,0,0,0,53,53,1,12022,1,14,259,38,240,1,8,0,76,0,1,0,0,0,5,6,4,66
20,1,52,1,50,19,80,0,0,0,0,0,53,53,0,22202,0,14,260,38,241,0,14,0,88,0,4,0,0,0,2,3,1,83
19,2,45,2,33,19,80,0,0,0,0,1,53,53,1,20222,1,16,261,38,243,1,10,0,84,0,2,0,0,0,4,5,1,80
13,8,32,4,22,16,66,0,0,0,0,0,53,53,1,12220,1,11,262,38,448,1,8,0,70,0,2,0,2,0,4,7,6,60
21,6,32,6,25,29,40,0,0,0,0,0,53,53,2,21101,2,9,263,38,449,2,7,0,60,0,3,0,1,0,7,5,7,53
21,13,32,7,27,36,60,0,0,0,0,0,53,53,3,2202,3,11,264,38,450,3,5,0,55,0,5,0,0,0,10,4,3,53
20,19,23,14,17,31,20,0,0,0,0,0,53,54,3,2,3,8,265,38,452,3,3,0,42,0,5,0,0,0,13,3,6,43
21,9,20,10,15,23,26,0,0,0,0,0,53,53,3,2001,3,7,266,38,453,3,6,0,48,0,6,0,1,0,10,3,6,26
20,4,20,11,15,26,26,0,0,0,0,0,53,53,3,10020,3,8,267,38,457,3,5,0,46,0,8,0,2,0,10,4,3,36
20,16,26,12,18,34,46,0,0,0,0,0,53,53,3,22001,3,9,268,38,461,3,2,0,46,0,6,0,1,0,8,9,4,60
32,18,11,20,15,58,0,0,0,0,0,0,54,53,4,0,4,3,269,38,462,4,1,0,16,0,12,0,2,0,18,0,4,0
17,4,14,15,24,31,53,0,0,0,0,0,53,53,3,10221,5,6,270,38,463,4,4,0,42,0,7,0,1,0,9,6,6,50
29,2,21,19,19,32,0,0,0,0,0,0,54,53,4,0,4,4,271,38,472,5,4,0,32,0,10,0,2,0,12,3,5,23
23,7,33,9,15,29,53,0,0,0,0,0,53,53,3,1221,3,10,272,38,479,3,2,0,52,0,3,0,1,0,7,10,6,63
26,11,24,8,17,19,73,0,0,0,0,0,53,53,3,22121,3,6,273,38,480,3,7,0,52,0,5,0,1,0,7,5,8,50
23,12,17,17,25,32,26,0,0,0,0,0,53,53,5,10200,5,6,274,38,481,5,4,0,41,0,7,0,2,0,10,5,6,16
27,5,43,5,28,24,100,0,0,0,0,0,53,53,1,22222,2,9,275,38,483,2,11,0,70,0,3,0,0,0,5,3,7,76
19,15,15,13,19,20,20,0,0,0,0,0,53,53,3,20,3,4,276,38,1860,3,7,0,42,0,8,0,2,0,10,2,7,20
27,14,23,18,16,29,66,0,0,0,0,1,54,53,4,12022,4,7,277,38,100888,4,2,0,40,0,8,0,0,0,8,9,4,43
30,10,27,16,17,30,40,0,0,0,0,0,53,53,5,20200,5,7,278,38,110062,5,4,0,41,0,9,0,2,0,10,5,3,23
27,23,26,15,30,27,20,0,0,0,0,0,54,54,3,20000,3,6,279,42,242,3,7,0,53,0,7,0,2,0,8,6,8,36
27,13,28,18,28,36,60,0,0,0,0,0,54,54,5,22020,5,7,280,42,244,5,6,0,51,0,7,0,2,0,10,5,7,46
19,10,21,20,14,36,13,0,0,0,0,0,54,54,5,11000,5,7,281,42,260,5,1,0,36,0,7,0,2,0,15,5,7,36
20,11,36,5,29,31,33,0,0,0,0,0,54,54,7,1012,7,11,282,42,456,6,9,0,71,0,4,0,0,0,7,5,6,50
25,17,30,11,27,29,60,0,0,0,0,0,54,54,3,2022,3,10,283,42,459,3,4,0,56,0,6,0,0,0,8,9,5,50
19,5,27,9,17,22,60,0,0,0,0,0,54,54,3,2220,3,11,284,42,467,3,4,0,58,0,4,0,2,0,10,7,6,46
15,20,37,2,22,19,60,0,0,0,0,0,53,54,6,20022,6,15,285,42,468,7,7,0,77,0,3,0,0,0,6,8,3,66
16,18,22,16,20,30,46,0,0,0,0,0,54,54,3,20201,5,10,286,42,573,5,2,0,53,0,4,0,1,0,9,10,7,36
20,3,42,1,27,22,86,0,0,0,0,0,53,54,6,12222,6,13,287,42,1853,6,9,0,79,0,1,0,0,0,6,6,7,66
25,6,35,10,22,32,46,0,0,0,0,0,54,54,3,2021,3,11,288,42,1854,3,4,0,58,0,4,0,1,0,10,7,6,50
19,17,42,6,30,36,66,0,0,0,0,0,54,53,7,20212,7,13,289,42,1861,8,6,0,69,0,1,0,0,0,10,5,7,63
26,24,37,14,22,37,26,0,0,0,0,0,54,54,3,20001,3,8,290,42,1867,3,6,0,55,0,5,0,1,0,10,5,8,33
21,14,29,13,26,32,40,0,0,0,0,0,54,53,3,2020,3,9,291,42,1968,3,5,0,55,0,5,0,2,0,10,6,7,36
23,12,26,12,15,25,26,0,0,0,0,0,54,54,3,2001,3,10,292,42,10846,3,5,0,55,0,7,0,1,0,10,6,4,33
28,9,13,22,20,50,40,0,0,0,0,0,54,54,5,20200,5,4,293,42,100851,5,2,0,23,0,14,0,2,0,17,2,3,23
28,25,36,17,29,35,46,0,0,0,0,0,54,54,3,20102,5,9,294,42,100852,5,5,0,53,0,7,0,0,0,10,6,5,43
15,16,36,4,23,25,86,0,0,0,0,0,54,54,7,22212,7,15,295,42,110069,7,7,0,75,0,1,0,0,0,10,4,5,56
29,19,12,21,10,35,26,0,0,0,0,0,54,54,5,1200,5,3,296,42,110242,5,3,0,30,0,11,0,2,0,13,5,7,23
20,8,34,3,22,22,86,0,0,0,0,0,53,54,7,21222,7,14,297,42,110827,7,7,0,75,0,4,0,0,0,5,9,3,80
21,1,36,7,29,33,40,0,0,0,0,0,54,53,8,220,8,10,298,42,110832,8,8,0,65,0,4,0,2,0,9,4,7,53
25,15,39,8,19,24,40,0,0,0,0,0,54,54,8,202,8,12,299,42,110839,7,6,0,64,0,4,0,0,0,10,5,5,43
31,22,26,19,18,32,33,0,0,0,0,0,54,54,5,2110,5,6,300,42,131110,5,5,0,45,0,8,0,2,0,11,5,7,33
0,8,0,15,0,0,0,0,0,0,0,0,56,56,0,0,0,0,301,0,319,0,0,0,0,0,0,0,2,0,0,0,0,0
0,7,0,5,0,0,0,0,0,0,0,1,56,56,0,0,0,0,302,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,0,16,0,0,0,0,0,0,0,0,56,56,0,0,0,0,303,0,321,0,0,0,0,0,0,0,2,0,0,0,0,0
0,5,0,8,0,0,0,0,0,0,0,0,56,56,0,0,0,0,304,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,0,7,0,0,0,0,0,0,0,0,56,56,0,0,0,0,305,0,700,0,0,0,0,0,0,0,1,0,0,0,0,0
0,12,0,4,0,0,0,0,0,0,0,0,56,56,0,0,0,0,306,0,702,0,0,0,0,0,0,0,2,0,0,0,0,0
0,3,0,2,0,0,0,0,0,0,0,0,56,56,0,0,0,0,307,0,708,0,0,0,0,0,0,0,2,0,0,0,0,0
0,2,0,13,0,0,0,0,0,0,0,0,56,56,0,0,0,0,308,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,3,0,0,0,0,0,0,0,0,56,56,0,0,0,0,309,0,711,0,0,0,0,0,0,0,2,0,0,0,0,0
0,4,0,15,0,0,0,0,0,0,0,0,56,56,0,0,0,0,310,0,1439,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,0,9,0,0,0,0,0,0,0,0,56,56,0,0,0,0,311,0,111594,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0,14,0,0,0,0,0,0,0,0,56,56,0,0,0,0,312,0,111705,0,0,0,0,0,0,0,2,0,0,0,0,0
0,9,0,6,0,0,0,0,0,0,0,0,56,56,0,0,0,0,313,0,112072,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,0,11,0,0,0,0,0,0,0,0,56,56,0,0,0,0,314,0,112126,0,0,0,0,0,0,0,1,0,0,0,0,0
0,18,0,16,0,0,0,0,0,0,0,0,56,56,0,0,0,0,315,0,112180,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11,0,10,0,0,0,0,0,0,0,0,56,56,0,0,0,0,316,0,113458,0,0,0,0,0,0,0,2,0,0,0,0,0
32,5,36,8,31,38,13,0,0,0,0,0,60,60,8,11,8,11,317,46,4,8,9,0,68,0,8,0,1,0,10,4,4,26
11,17,47,1,37,20,100,0,0,0,0,0,14,60,6,22222,6,19,318,46,88,6,15,0,111,0,0,1,0,0,3,5,4,93
16,10,38,4,29,27,80,0,0,0,0,0,14,60,7,22202,7,15,319,46,89,7,10,0,85,0,2,0,0,0,9,4,6,73
37,12,20,24,21,42,26,0,0,0,0,0,61,60,4,10020,4,5,320,46,127,4,3,0,33,0,15,0,2,0,14,6,3,16
33,14,30,16,19,32,46,0,0,0,0,0,60,60,3,21020,3,8,321,46,143,3,7,0,56,0,9,0,2,0,11,5,6,40
24,11,37,11,27,32,46,0,0,0,0,0,60,60,3,12200,3,10,322,46,149,3,6,0,61,0,7,0,2,0,10,7,6,50
26,2,28,14,14,24,33,0,0,0,0,0,60,60,3,2011,3,9,323,46,361,3,6,0,57,0,9,0,1,0,10,7,5,30
21,22,37,7,31,36,46,0,0,0,0,0,60,60,8,10220,8,14,324,46,1793,8,7,0,75,0,5,0,2,0,8,8,4,56
30,19,35,13,19,29,33,0,0,0,0,0,60,14,3,1012,3,11,325,46,1797,3,5,0,59,0,7,0,0,0,12,6,5,46
23,24,20,15,20,19,60,0,0,0,0,0,60,60,3,22111,3,7,326,46,1917,3,6,0,56,0,9,0,1,0,7,10,7,43
29,23,35,9,37,31,46,0,0,0,0,0,60,60,3,20102,3,7,327,46,1926,3,10,0,67,0,5,0,0,0,8,5,11,53
31,3,24,19,24,35,33,0,0,0,0,0,60,60,5,10201,5,7,328,46,1930,5,5,0,51,0,9,0,1,0,10,8,7,33
22,4,42,3,30,20,86,0,0,0,0,1,60,61,7,21222,7,16,329,46,1931,7,9,0,87,0,3,0,0,0,6,8,4,83
36,4,33,12,36,37,46,0,0,0,0,0,60,60,3,20102,3,6,330,46,1932,3,11,0,61,0,9,0,0,0,10,2,8,30
18,9,27,5,43,27,40,0,0,0,0,0,60,60,7,22000,7,12,331,46,1933,7,12,0,84,0,5,0,2,0,5,6,6,53
36,6,38,18,30,45,20,0,0,0,0,0,60,60,5,11100,5,8,332,46,1938,5,5,0,51,0,8,0,2,0,13,5,7,30
24,18,27,10,31,31,0,0,0,0,0,0,60,14,3,0,3,10,333,46,1939,3,9,0,64,0,9,0,2,0,11,3,4,20
34,8,30,17,30,39,46,0,0,0,0,0,60,61,5,10022,5,8,334,46,1940,5,7,0,54,0,11,0,0,0,11,5,4,43
33,20,25,23,20,40,20,0,0,0,0,0,61,60,4,2000,4,5,335,46,1944,4,4,0,38,0,12,0,2,0,14,5,6,30
15,23,41,2,26,19,73,0,0,0,0,0,14,60,6,11222,6,16,336,46,1947,6,11,0,92,0,2,0,0,0,6,6,5,80
19,1,33,6,39,29,100,0,0,0,0,0,60,60,7,22222,7,12,337,46,1958,7,12,0,78,0,7,0,0,0,9,2,4,83
33,17,31,22,13,43,6,0,0,0,0,0,61,60,4,1000,4,9,338,46,1962,4,3,0,43,0,10,0,2,0,17,3,4,3
34,15,30,20,19,32,33,0,0,0,0,0,60,60,5,10210,5,6,339,46,15015,5,5,0,47,0,11,0,2,0,10,8,6,46
35,22,31,21,26,48,66,0,0,0,0,0,61,60,4,1222,4,7,340,46,110890,4,5,0,46,0,10,0,0,0,14,4,6,53
35,21,30,9,31,32,20,0,0,0,0,0,61,61,8,10110,8,10,341,46,92,8,10,0,68,0,10,0,2,0,8,5,3,40
27,6,30,13,19,21,6,0,0,0,0,0,61,61,3,1000,3,9,342,46,121,3,6,0,62,0,8,0,2,0,6,11,6,20
23,5,38,1,35,27,86,0,0,0,0,0,60,61,6,12222,6,12,343,46,142,6,12,0,84,0,4,0,0,0,6,5,7,73
36,15,24,24,16,36,0,0,0,0,0,0,61,61,5,0,5,6,344,46,357,5,4,0,36,0,13,0,2,0,17,2,4,23
22,8,34,16,18,28,46,0,0,0,0,0,61,61,3,21111,3,10,345,46,381,3,5,0,59,0,6,0,1,0,11,7,7,50
35,24,25,23,19,36,53,0,0,0,0,0,61,60,5,22101,5,5,346,46,1480,5,5,0,42,0,10,0,1,0,14,4,8,50
25,4,25,19,27,41,40,0,0,0,0,0,61,61,5,1211,5,8,347,46,1798,5,6,0,52,0,9,0,1,0,13,4,6,33
20,12,24,17,17,26,73,0,0,0,0,0,61,61,5,21212,5,10,348,46,1802,5,4,0,58,0,8,0,0,0,8,11,5,53
32,11,46,4,29,22,33,0,0,0,0,0,61,61,7,1102,7,12,349,46,1803,7,9,0,77,0,5,0,0,0,6,8,6,30
13,9,39,3,25,32,33,0,0,0,0,0,60,61,6,1102,6,17,350,46,1804,6,5,0,78,0,2,0,0,0,10,8,4,40
27,24,41,7,32,27,73,0,0,0,0,0,61,61,7,21122,7,10,351,46,1924,8,9,0,70,0,3,0,0,0,11,3,10,63
18,23,34,2,31,28,46,0,0,0,0,0,60,60,6,20120,6,12,352,46,1928,6,10,0,80,0,4,0,2,0,6,7,7,63
33,19,39,12,32,30,53,0,0,0,0,0,61,61,3,22011,3,9,353,46,1934,3,6,0,62,0,6,0,1,0,8,9,8,53
15,22,28,10,24,32,33,0,0,0,0,0,61,61,3,21001,3,10,354,46,1935,3,6,0,67,0,5,0,1,0,6,11,8,40
31,21,32,15,28,39,66,0,0,0,0,0,61,60,3,21220,3,10,355,46,1936,3,6,0,60,0,7,0,2,0,11,6,6,36
21,14,31,6,37,28,26,0,0,0,0,0,61,61,7,1020,7,10,356,46,1937,7,10,0,72,0,8,0,2,0,6,7,5,36
22,16,24,20,21,43,53,0,0,0,0,0,61,61,5,10122,5,8,357,46,15048,5,4,0,51,0,6,0,0,0,13,6,9,60
31,17,29,21,24,38,53,0,0,0,0,0,61,61,5,12120,5,5,358,46,110313,5,7,0,50,0,7,0,2,0,13,3,11,36
31,13,26,18,17,30,53,0,0,0,0,0,61,61,5,11202,5,10,359,46,112222,5,4,0,53,0,9,0,0,0,12,7,4,43
32,18,32,22,20,44,13,0,0,0,0,0,61,61,5,1100,5,10,360,46,112254,5,3,0,49,0,8,0,2,0,15,5,5,20
16,10,35,5,21,19,33,0,0,0,0,0,60,61,7,11002,7,13,361,46,112259,7,7,0,73,0,5,0,0,0,8,8,5,43
21,22,24,14,36,39,26,0,0,0,0,0,61,60,3,1020,3,7,362,46,112260,3,8,0,60,0,4,0,2,0,12,3,12,36
26,23,35,11,29,33,66,0,0,0,0,0,61,61,3,2212,3,9,363,46,112764,3,8,0,66,0,7,0,0,0,7,8,7,50
28,20,32,8,32,26,53,0,0,0,0,0,61,61,8,10221,8,10,364,46,113926,7,8,0,69,0,8,0,1,0,5,10,5,63
8,6,11,3,10,11,80,0,0,0,0,0,65,65,0,22202,10,6,365,18,305,10,4,0,30,0,3,0,0,0,5,0,0,70
6,1,20,1,13,10,86,0,0,0,0,1,65,65,0,22221,0,6,366,19,306,0,4,0,36,0,1,0,1,0,2,3,3,63
9,4,18,4,8,13,46,0,0,0,0,0,65,65,0,2012,8,5,367,19,423,8,3,0,29,0,0,1,0,0,6,1,4,40
9,2,13,6,9,12,46,0,0,0,0,0,65,65,0,22100,3,5,368,18,445,10,3,0,27,0,3,0,2,0,4,2,1,53
14,5,9,10,13,20,20,0,0,0,0,0,65,65,0,200,4,1,369,18,563,4,2,0,12,0,6,0,2,0,6,1,2,26
17,6,9,8,11,13,53,0,0,0,0,0,65,65,0,22011,5,3,370,18,753,3,4,0,23,0,5,0,1,0,4,1,1,46
10,7,13,5,9,10,53,0,0,0,0,0,65,65,0,20121,3,4,371,19,834,3,2,0,27,0,2,0,1,0,2,5,4,36
0,3,0,10,0,0,0,0,0,0,0,0,65,65,0,0,0,0,372,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,11,7,10,10,26,0,0,0,0,0,65,65,0,21,3,4,373,18,1571,5,2,0,24,0,4,0,1,0,2,5,1,36
8,8,14,2,11,11,40,0,0,0,0,0,65,65,0,1121,10,4,374,19,1572,3,3,0,30,0,1,0,1,0,2,5,4,40
20,12,19,13,19,29,26,0,0,0,0,0,66,66,5,10020,5,8,375,34,301,5,3,0,40,0,7,0,2,0,9,5,2,43
15,6,24,9,19,24,40,0,0,0,0,0,66,66,3,11201,3,8,376,34,420,3,5,0,47,0,5,0,1,0,8,4,4,33
12,3,46,1,22,19,73,0,0,0,0,0,66,66,0,12212,0,15,377,34,873,0,7,0,70,0,2,0,0,0,6,4,0,66
18,2,32,5,28,27,46,0,0,0,0,0,66,66,8,20201,8,9,378,34,1871,8,6,0,54,0,4,0,1,0,6,5,4,46
17,19,24,8,25,30,46,0,0,0,0,0,66,66,3,212,3,8,379,34,110206,3,6,0,49,0,4,0,0,0,9,2,5,53
19,14,33,3,23,23,40,0,0,0,0,1,66,66,10,1211,10,9,380,34,110745,10,8,0,61,0,2,0,1,0,5,4,6,43
14,4,36,4,23,26,53,0,0,0,0,0,66,66,8,20211,8,13,381,34,110746,8,4,0,58,0,2,0,1,0,8,5,2,60
30,7,30,6,28,23,60,0,0,0,0,0,66,66,8,20022,8,5,382,34,110747,8,9,0,51,0,6,0,0,0,5,3,6,43
24,9,19,15,14,27,26,0,0,0,0,0,66,66,5,10200,5,6,383,34,110749,5,4,0,36,0,8,0,2,0,10,3,3,46
21,13,22,11,15,24,53,0,0,0,0,0,66,66,3,22011,3,8,384,34,111083,3,3,0,45,0,6,0,1,0,5,9,3,43
19,5,19,10,18,17,46,0,0,0,0,0,66,66,3,1220,3,5,385,34,111086,3,6,0,45,0,4,0,2,0,7,4,8,40
22,10,27,12,21,30,40,0,0,0,0,0,66,66,3,11210,3,6,386,34,111088,3,5,0,41,0,6,0,2,0,9,3,5,43
25,20,20,14,24,34,66,0,0,0,0,0,66,66,5,22210,5,7,387,34,111091,5,3,0,37,0,8,0,2,0,9,5,2,53
22,15,21,17,17,31,33,0,0,0,0,0,66,66,4,2011,4,4,388,34,111092,4,2,0,30,0,6,0,1,0,10,5,7,50
26,21,26,7,22,33,40,0,0,0,0,0,66,66,3,22,3,7,389,34,111097,3,7,0,49,0,6,0,0,0,7,3,4,43
22,11,19,16,20,34,40,0,0,0,0,0,66,66,4,10211,4,5,390,34,114004,4,2,0,31,0,6,0,1,0,11,4,6,26
15,1,28,2,23,8,66,0,0,0,0,0,66,66,10,22012,10,10,391,34,114326,10,10,0,69,0,4,0,0,0,1,6,3,66
30,18,27,18,10,33,6,0,0,0,0,0,66,66,4,1,4,4,392,34,114393,4,2,0,28,0,6,0,1,0,12,3,7,20
15,1,46,1,45,16,100,0,0,0,0,1,68,68,0,22222,0,15,393,36,325,0,15,0,95,0,0,1,0,0,1,2,3,90
18,2,42,2,48,21,60,0,0,0,0,0,68,68,9,2202,9,14,394,36,326,9,12,0,84,0,2,0,0,0,2,4,2,73
22,3,34,4,25,14,66,0,0,0,0,0,68,68,8,22102,8,11,395,36,327,8,6,0,62,0,5,0,0,0,3,9,2,60
22,6,40,7,18,23,40,0,0,0,0,0,68,68,3,10112,3,10,396,36,436,3,3,0,51,0,3,0,0,0,8,7,5,53
22,13,23,15,14,40,26,0,0,0,0,0,68,68,5,20100,5,10,397,36,741,5,2,0,44,0,4,0,2,0,12,4,4,36
21,18,32,3,23,20,86,0,0,0,0,0,68,68,9,22212,9,11,398,36,748,9,8,0,64,0,5,0,0,0,5,5,2,46
23,5,34,5,26,33,40,0,0,0,0,0,68,68,8,20200,8,9,399,36,101014,8,7,0,54,0,5,0,2,0,9,2,4,60
42,4,14,19,20,50,26,0,0,0,0,0,68,68,4,21,4,1,400,36,101016,4,2,0,2,0,14,0,1,0,14,2,3,13
26,9,28,13,17,31,33,0,0,0,0,0,68,68,3,12010,3,8,401,36,101020,3,3,0,45,0,5,0,2,0,8,7,5,60
16,2,36,8,23,34,46,0,0,0,0,0,68,68,3,21002,3,10,402,36,101026,3,3,0,50,0,2,0,0,0,10,5,6,43
31,17,24,18,23,43,46,0,0,0,0,0,68,68,4,1220,4,4,403,36,101028,4,2,0,26,0,9,0,2,0,13,3,5,23
19,8,26,11,19,31,40,0,0,0,0,0,68,68,3,20200,3,9,404,36,101033,3,4,0,46,0,4,0,2,0,12,2,5,60
25,19,33,9,19,33,80,0,0,0,0,0,68,68,3,20222,3,9,405,36,101037,3,6,0,49,0,5,0,0,0,12,0,4,53
22,12,29,17,15,38,26,0,0,0,0,0,68,68,4,20100,4,7,406,36,101041,4,2,0,35,0,5,0,2,0,14,2,6,26
14,16,24,14,21,36,20,0,0,0,0,0,68,68,3,111,5,10,407,36,110776,5,2,0,45,0,4,0,1,0,11,5,4,23
33,10,31,10,31,30,33,0,0,0,0,0,68,68,3,12010,3,5,408,36,111339,3,6,0,47,0,6,0,2,0,5,7,7,50
21,14,26,12,17,29,73,0,0,0,0,0,68,68,3,12122,3,8,409,36,113142,3,4,0,45,0,5,0,0,0,10,4,5,46
23,20,33,6,19,24,20,0,0,0,0,0,68,68,8,2,8,10,410,36,131174,8,5,0,53,0,5,0,0,0,8,5,3,33
19,21,15,16,11,24,20,0,0,0,0,0,68,68,4,1110,4,5,411,36,131388,4,4,0,37,0,8,0,2,0,9,5,5,33
0,1,0,1,0,0,0,0,0,0,0,1,76,76,0,0,0,0,412,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,413,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,414,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,415,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,416,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,417,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,418,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,1,76,76,0,0,0,0,419,0,1874,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,420,0,1884,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,421,0,100135,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,1,76,76,0,0,0,0,422,0,100325,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,423,0,101047,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,424,0,101059,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,1,76,76,0,0,0,0,425,0,110468,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,1,0,0,0,0,0,0,0,0,76,1014,0,0,0,0,426,0,110975,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,427,0,111205,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,428,0,111596,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,1,76,76,0,0,0,0,429,0,111701,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,430,0,113888,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,76,76,0,0,0,0,431,0,114815,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,4,0,0,0,0,0,0,0,0,78,78,0,0,0,0,432,0,1318,0,0,0,1812,0,0,0,0,0,0,0,0,0
0,2,0,12,0,0,0,0,0,0,0,0,78,78,0,0,0,0,433,0,1328,0,0,0,1701,0,0,0,0,0,0,0,0,0
0,2,0,47,0,0,0,0,0,0,0,0,78,78,0,0,0,0,434,0,1330,0,0,0,1473,0,0,0,0,0,0,0,0,0
0,2,0,21,0,0,0,0,0,0,0,0,78,78,0,0,0,0,435,0,1331,0,0,0,1591,0,0,0,0,0,0,0,0,0
0,2,0,63,0,0,0,0,0,0,0,0,78,78,0,0,0,0,436,0,1334,0,0,0,1393,0,0,0,0,0,0,0,0,0
0,2,0,2,0,0,0,0,0,0,0,0,78,78,0,0,0,0,437,0,1335,0,0,0,1854,0,0,0,0,0,0,0,0,0
0,2,0,13,0,0,0,0,0,0,0,0,78,78,0,0,0,0,438,0,1337,0,0,0,1686,0,0,0,0,0,0,0,0,0
0,2,0,71,0,0,0,0,0,0,0,0,78,78,0,0,0,0,439,0,1341,0,0,0,1353,0,0,0,0,0,0,0,0,0
0,2,0,10,0,0,0,0,0,0,0,0,78,78,0,0,0,0,440,0,1343,0,0,0,1714,0,0,0,0,0,0,0,0,0
0,2,0,50,0,0,0,0,0,0,0,0,78,78,0,0,0,0,441,0,1352,0,0,0,1466,0,0,0,0,0,0,0,0,0
0,2,0,28,0,0,0,0,0,0,0,0,78,78,0,0,0,0,442,0,1353,0,0,0,1523,0,0,0,0,0,0,0,0,0
0,2,0,8,0,0,0,0,0,0,0,0,78,78,0,0,0,0,443,0,1354,0,0,0,1741,0,0,0,0,0,0,0,0,0
0,2,0,58,0,0,0,0,0,0,0,0,78,78,0,0,0,0,444,0,1355,0,0,0,1403,0,0,0,0,0,0,0,0,0
0,2,0,45,0,0,0,0,0,0,0,0,78,78,0,0,0,0,445,0,1356,0,0,0,1474,0,0,0,0,0,0,0,0,0
0,2,0,48,0,0,0,0,0,0,0,0,78,78,0,0,0,0,446,0,1359,0,0,0,1472,0,0,0,0,0,0,0,0,0
0,2,0,3,0,0,0,0,0,0,0,0,78,78,0,0,0,0,447,0,1362,0,0,0,1835,0,0,0,0,0,0,0,0,0
0,2,0,29,0,0,0,0,0,0,0,0,78,78,0,0,0,0,448,0,1363,0,0,0,1522,0,0,0,0,0,0,0,0,0
0,2,0,25,0,0,0,0,0,0,0,0,78,78,0,0,0,0,449,0,1366,0,0,0,1567,0,0,0,0,0,0,0,0,0
0,2,0,30,0,0,0,0,0,0,0,0,78,78,0,0,0,0,450,0,1367,0,0,0,1521,0,0,0,0,0,0,0,0,0
